nama_usaha,wilayah,alamat_usaha,rt,rw,penanggung_jawab,badan_usaha,telepon,fax,jenis_usaha,kapasitas,
Alegro,Jakarta Utara,Rukan Crown Golf Standard Bukit Golf Mediterania,,,Hendri,PT. Serasi Mitra Sukses,,,Bar,20-May,
Alexis,Jakarta Utara,"Grand Ancol Hotel, Jl. RE. Martadinata No. 1",,,Djojo Sardjono,PT. Grand Ancol Hotel,021 69833333,021 69831111,Bar,May-50,
Allegro,Jakarta Utara,Jl. Boulevard Artha Gading Blok A6B No. 17-18,,,Ir. Buyung Achmad Yani,PT. Jaya Visi Sejahtera,021 75904225,021 75904225,Bar,2015-01-10,
Angke Restoran Function Hall,Jakarta Utara,Jl. Boulevard Barat Raya Blok C No. 26,,,Lie Peter Leeansyah,PT. Angke Gading Sejahtera,,,Bar,2015-01-10,
Aruni,Jakarta Utara,Jl. RE. Martadinata No. 10,,,Rudi Setiawan,PT. Nurcahaya Budimakmur,021 6917049,021 6917049,Bar,1945-10-01,
Atlantic,Jakarta Utara,Jl. Raya Cilincing CI No. 5,,,Nicovery,,,,Bar,1940-01-01,
Backstage,Jakarta Utara,"Taman Impian Jaya Ancol, Jl. Lodan Timur No. 7",,,Yulius Rudolf Usmani,PT. Harmoni Kulinari Nusantara Sento,021 98495205,021 64702937,Bar,2015-01-10,
Base Bar & Café,Jakarta Utara,Jl. Boulevard Kelapa Gading Blok RA-27 Kav. No. 2,,,Benny Yahya,BASE BAR & CAFÉ,,,Bar,2015-01-10,
Batavia Sunda Kelapa Marina,Jakarta Utara,Jl. Baruna Raya No.9,,,Kriss Pramono,CV. Sunrise Boga,021 6915599,021 6917575,Bar,2015-01-10,
Beer Wine & Spirits,Jakarta Utara,"Baywalk Mall, Green Bay Pluit, Jl. Pluit Karang A",,,Yohanes B Asri City,PT. Jaya Makmur Panca Perkasa,,,Bar,2015-01-10,
Bistro,Jakarta Utara,Taman Impian Jaya Ancol Ancol Beach City G-A,,,Chandra Aliwarga,PT. Grand Putra Abadi,,,Bar,2015-01-10,
Blitzmegaplex,Jakarta Utara,"Mall of Indonesia, Jl. Boulevard Barat Raya",,,Ananda Haris Siregar,PT. Graha Layar Prima,021 3144657,021 3144657,Bar,2015-01-10,
Blue Box,Jakarta Utara,Jl. Raya Gading Batavia Blok LC 08 No. 09-10,,,Rinto Darlinson Simanjuntak,PT. Bluebox Citra Dinamika,,,Bar,2015-01-10,
Blue Topaz,Jakarta Utara,Jl. Danau Sunter Selatan No. 12-15,,,Agus Sampurna,PT. Terus Jaya Sembada,,,Bar,2015-01-10,
Bornga,Jakarta Utara,Rukan Crown Golf Blok D 53-55 PIK RT004/RW003,,,Hartanto Sulim,PT. Saji Segar Lestari,021 60296893,,Bar,2015-01-10,
Bottle,Jakarta Utara,"Kios The City Link No. B1A09002, Jl. Boulevard ",,,Erwin Hendrata Sigit S,,021 45867888,021 45867889,Bar,2015-01-10,
Buckingham,Jakarta Utara,"Komp. Permata B/30-3, Jl. Boulevard Kelapa Gading",,,Indra Kusuma,PT. Istana Mas International,021 4517089,021 4517089,Bar,11/132,
Bunaken Ria,Jakarta Utara,Jl. Enggano No. 101,,,Frans B. Awuy,PT. Citra Nadia Paradise,021 492378,,Bar,2015-01-10,
Busines Oriental Club,Jakarta Utara,Jl. Raya Kelapa Hibrida Blok Qg 10/42,,,Rumiati Tampubolon,PT. Bunga Oriental Team,021 4515535,021 4523159,Bar,2015-01-10,
Café Amo,Jakarta Utara,Jl. Boulevard Raya Blok WA 2 No. 26 - 27,,,Andi Kusuma,Andi Kusuma,,,Bar,2015-01-10,
Café Amo,Jakarta Utara,Jl. Boulevard Raya Blok WA 2 No. 26 - 27,,,Andi Kusuma,,,,Bar,2015-01-10,
Café Monalisa,Jakarta Utara,Jl. Enggano  No. 92,5,5,Karsan,,,,Bar,20/80,
Café Monalisa,Jakarta Utara,Jl. Enggano No. 92,5,5,Margi Setiyanto,,,,Bar,20/80,
Café Sentana,Jakarta Utara,Jl. Enggano Raya No. 85,6,16,Tedy Rahmad,,,,Bar,1965-10-01,
Café Sky,Jakarta Utara,Jl. Pluit Karang Blok A Utara No. 87,,,Hasan Tjandra,PT. Sinar Kulindo Yoga,021 6603729,021 6603729,Bar,2015-01-10,
Café Sky,Jakarta Utara,Jl. Pluit Karang Blok A Utara No. 87,,,Hasan Tjandra,PT. Sinar Kulindo Yoga,021 6603729,021 6603729,Bar,2015-01-10,
Carrefour,Jakarta Utara,"Mall of Indonesia, Jl. Boulevard Raya",,,Bernard B Yanuar,PT. Trans Retail Indonesia,021 27585800,021 27585707,Bar,2015-01-10,
Cathay,Jakarta Utara,Jl. Bandengan Selatan No. 88,,,Sumarno,PT. Megah Asia,021 66606263,021 6629137,Bar,2015-01-10,
Cempaka Jaya,Jakarta Utara,Jl. Plumpang Raya  RT018/RW008,,,"Drs. Idris Sasmita, MM",PD Wisata Niaga Jaya,021 4302136,021 4302137,Bar,2015-02-10,
Club M Karaoke,Jakarta Utara,"Komp. Ruko Bukit Gading Raya, Jl. Bukit Gading",,,H. Azwar Chesputra,H. Azwar Chesputra,,,Bar,2015-01-10,
Coin's,Jakarta Utara,Jl. Sunter Agung Utara Raya Blok A No. 5 B,,,Carol Korompis,PT. Coins Hotel Indonesia,021 65836691,021 65836692,Bar,1948-12-01,
Comfort,Jakarta Utara,"Kelapa Gading Plaza, Jl. Boulevard Barat Raya",,,Yogi Idham Fauzi,PT. Jakarta Entertainment,,,Bar,2015-01-10,
Delta Duta Fortuna,Jakarta Utara,"Jl. Gunung Sahari No. 2, Ancol",,,Hendrik Prasetio,Delta Duta Fortuna,021 6404255,,Bar,2015-01-10,
Delta Duta Fortuna,Jakarta Utara,Jl. Boulevard Bukit Gading Raya Blok D 30-34,,,Hendrik Prasetio,PT. Delta Duta Fortuna,021 4517738,021 4517822,Bar,2015-01-10,
Dewi Fortuna,Jakarta Utara,Jl. Cilincing,12,2,Edy Suratman,,,,Bar,2015-01-10,
Dewi Sri,Jakarta Utara,Jl. RE. Martadinata No. 13,,,Edy Suratman,,,,Bar,1960-10-01,
Diamond,Jakarta Utara,Jl. Raya Cilincing No. 56,2,1,Herman Purwanto,Herman Purwanto,,,Bar,1940-10-01,
District,Jakarta Utara,Jl. Kelapa Gading Boulevard Blok PA-1,,,Ronny Mulyono,PT. Amaranta Lestari,,,Bar,2015-01-10,
Dynasty,Jakarta Utara,Jl. Raya Cilincing No. 24,,,"Kurnadi, SH",CV. Dynasty,021 4302010,,Bar,17/68,
E Bar,Jakarta Utara,Crown Golf CGA No. 6 - 7,,,Edi Amin,,,,Bar,2015-01-12,
E Bar,Jakarta Utara,Crown Golf CGA No. 6 - 7,,,Edi Amin,,,,Bar,2015-01-12,
East Star,Jakarta Utara,Jl. Mediterania Blok BB No. 1,,,Chan Man Kwan,PT. Maha Indah Cipta,021 45850039,021 45850040,Bar,2015-01-10,
East Star,Jakarta Utara,Jl. Raya Mediterania Blok BB No. 1,,,Fanny Ariffianto,PT. Maha Indah Cipta,021 3804805,021 3861692,Bar,2015-01-10,
Eleventh Hour,Jakarta Utara,"La Piazza 1 Floor 1-9, Jl. Boulevard Kelapa Gading",,,Wadhwa Pankaj,PT. Citra Makmur Lestari,021 45865000,021 45865000,Bar,2015-01-10,
Europa Sport,Jakarta Utara,Kelapa Gading Square Gading Resort City Home,,,Rosmawati Gunawan,CV. Europe Sport Bar & Cape,021 29363987,021 29362987,Bar,2015-01-10,
Flamboyan,Jakarta Utara,Jl. Boulevard Bukit Gading Raya,,,Sacih,,,,Bar,2015-07-30,
G B C ( Galaxy Business Club ),Jakarta Utara,Jl. Boulevard Barat Raya Ruko Inkopal Blok A-8,,,Ida Nurjanah,PT. Rizki Jaya Kencana,,,Bar,2015-01-10,
Golden Hands,Jakarta Utara,Jl. Bandengan Selatan No. 43,,,Tri Saputro,PT. Danau Mas Tirta Mandiri,,,Bar,1965-12-01,
Hailai International,Jakarta Utara,Jl. Lodan Timur Raya Ancol,,,Hardjanto Karjadi,PT. Saranaria Tatacemerlang,021 6459868,021 64713227,Bar,2015-02-10,
Hana,Jakarta Utara,Jl. Kelapa Gading Boulevard WD. 2/18,,,Ivana Hendri,Ivana Hendri,021 4531964,,Bar,2015-01-10,
Hangover,Jakarta Utara,Bukit Golf Mediterania Rukan Cordoba Blok E ,,,Sastra Siaputra,PT. Hangover Indonesia,021 56983686,021 56983686,Bar,2015-01-10,
Happy Puppy,Jakarta Utara,Jl. Boulevard Raya LB. 3 No. 27-28,,,Santoso Setyadji,PT. Imperium Happy Puppy,021 4500860,021 4500412,Bar,2015-01-10,
Happy Puppy,Jakarta Utara,Jl. Boulevard LA Piazza Unit II,,,Melinna Aprilia,PT. Mitra Sakti Intiperkasa,021 45864933,021 45864935,Bar,2015-01-10,
Happy Puppy,Jakarta Utara,"Metro Broadway, Jl.Pantai Indah Utara Blok A No. 1",,,Tjan Daniel Tjandra,PT. Duta Swara Dharma,021 30010280,021 30010290,Bar,2015-01-10,
Happy Puppy,Jakarta Utara,"Mal Kelapa Gading LA Piazza Unit II, Jl. Boulevard Kelapa Gading",,,Melinna Aprilia,PT. Mitra Sakti Intiperkasa,021 45864933,021 45864935,Bar,2015-01-10,
Hollywood,Jakarta Utara,"Bukit Gading Indah, Jl.Bukit Gading Raya/L. 28-2",,,Santra,PT. Pertama Inti Power,,,Bar,2015-01-10,
Hottencole,Jakarta Utara,Bukit Golf Mediterania,,,Felix Tenggara Wikarta,PT. Terus Maju Sekawan,,,Bar,2015-01-10,
Hottencole,Jakarta Utara,Bukit Golf Mediterania,,,Felix Tenggara Wikarta,PT. Terus Maju Sekawan,,,Bar,2015-01-10,
Ibiza - Chamomile,Jakarta Utara,Jl. Pluit Raya No.1,21,6,Hartono,PT. Multi Wahana Utama,021 70709525,,Bar,2015-04-20,
Ichibiru,Jakarta Utara,"Food Centrum Sunter Unit GF-07, Jl. Griya Utama",,,Eric Edisanto,PT. Ohana Kreatif Eterna,021 65310327,021 65310327,Bar,2015-01-10,
Ikkousha,Jakarta Utara,"Rukan Garden House Blok A No. 1,2,3,5",,,Sumitro,PT. Rumah Bahagia,,,Bar,2015-01-10,
Ilha Formosa,Jakarta Utara,"Rukan Cordoba Blok G No. 1, Jl. Pantai Indah Barat",,,Olivia Sorman,PT. Mega Mama,021 56983530,021 56983530,Bar,2015-01-10,
Inul Vizta,Jakarta Utara,"Pluit Junction Lt. 5, Jl. Pluit Raya No. 1",,,Kim Sung Ku,PT. Pratama Sukses Gemilang,021 70747429,021 70747429,Bar,2015-01-10,
Inul Vizta Family Ktv,Jakarta Utara,Jl. Kramat Jaya No. 8,,,Wisnu Bastari,PT.Berkat Megah Swara,,,Bar,2015-01-10,
Ipool,Jakarta Utara,"Sport Center Pantai Mutiara, Jl. Raya Pantai Mutiara",,,Andrian Siswono Karjadi,PT. Gemilang Mutiara Pertama,,,Bar,2015-01-10,
Jakarta Café,Jakarta Utara,Jl. Enggano No. 57,6,16,Lajim,,,,Bar,2015-07-28,
Jupiter 2,Jakarta Utara,Jl. Raya Cilincing No. 13,2,2,Endi Rohendi,,,,Bar,2015-01-10,
Jupiter Café,Jakarta Utara,Jl. Raya Cilincing No. 17,1,1,Endi Rohendi,,,,Bar,2015-01-10,
J-Wine,Jakarta Utara,"Jl. Kelapa Gading Boulevard, Blok M SOGO",,,Adji Aftab Rajramdhani,PT. Mitra Putera Indonesia,021 45858044,021 45858044,Bar,2015-05-20,
Kamtag Chicken,Jakarta Utara,Jl. Raya Gading Batavia,,,Jajang Deny Arisandi,PT. Kamtag Chicken Indonesia,,,Bar,2015-01-10,
Kamtag Chicken,Jakarta Utara,"Komp. New Batavia Summarecon, Kelapa Gading",,,Jajang Deny Arisandi,PT. Kamtag Chicken Indonesia,021 45845836,021 45845837,Bar,2015-01-10,
King Chef,Jakarta Utara,"Mangga Dua Square Lt.GF Blok A No. 281, Jl. Gunung Sahari",,,Suhartini,PT. Mandiri Dipta Cipta,,,Bar,2015-01-10,
King Cross,Jakarta Utara,Jl. Boulevard Bukit Gading Raya Kokan Blok E,,,Rudy Susanto,PT. Graha Kertajaya,021 4517611,021 4517353,Bar,2015-01-10,
Liquorshop88,Jakarta Utara,Jl. Boulevard Artha Gading Selatan No. 1,,,Stanley Prakarsa,PT. Lestari Sejahtera Delapa ,,,Bar,2015-01-10,
Lollipop,Jakarta Utara,"Mall Of Indonesia, Jl. Boulevard Barat Raya",,,Erwin Budiputra,PT. Prima Nada Abadi,021 45870161,021 45870161,Bar,2015-01-10,
London Bar,Jakarta Utara,Jl. Raya Clincing No. 9,,,Tjetje. H,,,,Bar,2015-10-20,
M. Star,Jakarta Utara,Jl. Gunung Sahari Raya No. 2,,,Rocky Sonfonda Matheus,Induk Koperasi TNI Angkatan Laut,021 64715263,021 64715322,Bar,2015-01-10,
May Star,Jakarta Utara,"Emporium Pluit Mall, Jl. Pluit Selatan Raya",,,Chin Loo Lin,PT. Bintang Lima Sejahtera,021 6011520,021 6011520,Bar,2015-01-10,
Mb. Istana Dangdut,Jakarta Utara,Jl. Raya Cilincing No. 22 A,1,2,Agung Ashari,,,,Bar,2015-01-10,
Mc 168,Jakarta Utara,Komp. Duta Harapan Indah Blok II/8 - 11,,,Rosmini Abdul Hamid,,,,Bar,2015-01-10,
Memory,Jakarta Utara,Jl. Boulevard Raya Blok BL J4 2/3,,,Ivana Hendri,,021 4520518,,Bar,20/60,
Mercury Indah,Jakarta Utara,Jl. Raya Cilincing No. 15 RT001/RW001,1,1,Umiyati,,,,Bar,1965-10-01,
Metropolitan,Jakarta Utara,Jl. Raya Enggano No. 96,,,Bong Djin Fo,,,,Bar,2015-01-10,
Mexico,Jakarta Utara,Jl. Cilincing Raya No. 12 A,,,Umiyati,,,,Bar,2015-01-10,
Minus 2 (Two),Jakarta Utara,Bukit Golf Mediterania PIK Rukan Crown Golf,,,Gunawan Anis,PT. Maxi Sejuta Guna,021 5888000,021 5880043,Bar,2015-01-10,
Momento,Jakarta Utara,Ruko Crown Golf Blok D No. 33 & 35,,,Henry,PT. Berkat Jaya Rasa,,,Bar,2015-01-10,
Monggo Mas Gading,Jakarta Utara,"Jl. Boulevard Kelapa Gading, Kokan Permata D/3",,,Ivan Dolly ,,021 45986998,,Bar,2015-01-10,
Moon Light,Jakarta Utara,Jl. Enggano No. 69,7,16,H. Tjetje,,,,Bar,2015-01-10,
Morena Cafe,Jakarta Utara,Jl. Enggano I Sulawesi,7,16,"Aspar, SH",,,,Bar ,2015-01-10,
MTR 2,Jakarta Utara,"Kokan Permata Kelapa Gading Blok E 18-22, Jl. Boulevard Kelapa Gading",,,Denny Herawan Susanto,Denny Herawan Susanto,021 4533621,021 4533652,Bar,2015-01-10,
My Place,Jakarta Utara,"Gading Bukit Indah, Jl. Bukit Gading Raya Blok M",,,Jhoni Mery,PT. Dwidaya Mitra Perkasa,,,Bar,2015-01-10,
Mystique,Jakarta Utara,"Ruko Elang Laut Boulevard, Jl. Pantai Indah Selatan",,,Budi Suhartoyo,PT. Sembilan Mitra Gemilang,,,Bar,2015-01-10,
Namaste Resto,Jakarta Utara,"Gd. Wisma Udaya Lt. 1, Jl. Danau Sunter Selatan",,,Surinder Singh,,021 65303962,021 65300816,Bar,2015-01-10,
Nav,Jakarta Utara,Komp. Ruko Mega Mall M-G 5-6 Pluit Permai Raya,,,Oetomo Harjoprawito,PT. Happy Puppy Indonesia,021 6683645,021 6683642,Bar,2015-01-10,
Nav,Jakarta Utara,Jl. Boulevard Raya Blok LB.3 No. 14-15,,,Jakub Setjoatmadja,PT. Nav Bima Pratama,,,Bar,2015-01-10,
Nav,Jakarta Utara,Ruko Mega Mall Pluit No. 12,,,Jakup Setjoatmadja,PT. Nav Bima Pratama,021 7507911,021 6683645,Bar,2015-01-10,
Nav,Jakarta Utara,Jl. Boulevard Raya TB 2 No. 36-38,,,Dendy Soerjono,PT. Nirwana Audio Visual (NAV),021 4530005,021 4531846,Bar,2015-01-10,
Nav,Jakarta Utara,"Mal Artha Gading, Jl. Boulevard Artha Gading",,,Jakub Setjoatmadja,PT. Nav Jaya Mandiri,,,Bar,2015-01-10,
Nav,Jakarta Utara,Jl. Danau Sunter Utara Blok G 7A No. 1-2,,,Jakub Setjoatmadja,PT. Nav Jaya Mandiri,,,Bar,2015-01-10,
Nav Karaoke Keluarga,Jakarta Utara,Jl. Boulevard Blok LA-6/8-9,,,Jakub Setjoatmadja,PT. Nav Bima Pratama,021 4531889,021 4531890,Bar,2015-01-10,
Navigo,Jakarta Utara,Jl. Sulawesi No. 4,7,16,Alexander Makaluas,,,,Bar,1940-10-01,
Navigo,Jakarta Utara,Jl. Sulawesi No. 4,7,16,Alexander Makaluas,,,,Bar,1940-10-01,
New Cahaya,Jakarta Utara,Jl. Danau Sunter Utara Blok B.36 A No. 3 - 5,,,Kwartati Pandji,PT. Golden Blue,021 6401359,,Bar,2015-01-10,
New Champion,Jakarta Utara,Jl. Boulevard Raya Blok DF12 A,,,Wahyudi,PT. Eun Ha Soo Indah,021 4531166,021 4501606,Bar,2015-01-10,
Northren House Indonesia,Jakarta Utara,"Bukit Golf Mediterania, PIK",,,Benny Chandra,CV. Northren House Indonesia,,,Bar,2015-01-10,
Nuno Fusion Food,Jakarta Utara,Jl. Boulevard Barat Raya,,,Rio Aprianto,PT. Maha Karunia Indonesia,021 45869391,021 45869392,Bar,2015-02-16,
Oppa House Of Soju,Jakarta Utara,Jl. Kelapa Gading Boulevard Blok PA-1,,,Antonius Juan Arifin,PT. BNJ Aritise Indonesia,,,Bar,2015-01-10,
Pan And Barrel,Jakarta Utara,"Ruko Crown Golf Blok A No. 27 - 28, PIK",,,Reynard Arief,PT. Cipta Tunas Sejahtera,,,Bar,2015-01-10,
Pondok Impian,Jakarta Utara,Jl. RE. Martadinata No. 2,,,M. Achyani Bin Sabihun,PT. Cahaya Budi Jaya,,,Bar,2015-01-10,
Port Er House,Jakarta Utara,"Pantai Indah Kapuk Crown Golf Blok B 38,39,50",,,Wilson Phan,PT. SAGAD MITRA BOGA,,,Bar,2015-01-10,
Presiden,Jakarta Utara,Jl. Sulawesi No. 4,,,Iman Sukanto,CV. Palupi,,,Bar,2015-01-10,
Queen's Of India,Jakarta Utara,"Jl. Danau Permai Raya Blok C1 H, Danau Sunter",,,Munesh R. Shamdasani,CV. Queens,021 65831477,021 65831477,Bar,2015-01-10,
R & R,Jakarta Utara,Jl. Boulevard Kelapa Gading Blok TB2 No. 31-32,,,Robby Setiawan Wijaya,CV. Maju Bersama,,,Bar,2015-01-10,
Red And White,Jakarta Utara,Komp. Green Lake Sunter Type SA Blok RD,,,Yudi Martanto,PT. Wonderful Mulia Jaya,,,Bar,2015-01-10,
Red Core,Jakarta Utara,Jl. Pantai Indah Utara II Blok A No. 57,,,Stevenson Setiadharma,PT. Berkah Jaya Abadi Bersama,021 30010468,021 30010469,Bar,2015-01-10,
Replay,Jakarta Utara,"Jl. Marina Utara Blok B No. 21, BGM PIK",,,Andrew Ticoalu,PT. Jaya Makmur Entertainment,,,Bar,1940-10-01,
Satu - 8,Jakarta Utara,Jl. Jembatan II Ruko Robinson No. 83,,,Setiawan Wijaya,Setiawan Wijaya,,,Bar,2015-01-10,
Segarra,Jakarta Utara,Jl. Lodan Timur No. 7 TIJA,,,"Hardiyanto, SE",PT. Segarra Boga Utama,021 64710101,021 64712331,Bar,2015-01-10,
Sehat Gembira (Sg),Jakarta Utara,Jl. Bandengan Selatan No. 82,,,Wedji Hartono,,,,Bar,2015-01-10,
Sense,Jakarta Utara,"Mal Mangga Dua Square, Jl.Gunung Sahari Raya",,,Drs.Fuad Djapar,PT. Agung Wahana Indonesia,021 62312888,021 62312880,Bar,2015-01-10,
Seven,Jakarta Utara,"Komp. Gading Bukit Indah B.28-29, Jl. Bukit Gadi",,,Erwin Budiputra,PT. Prima Nada Abadi,,,Bar,2015-01-10,
Sing Sing Family Karaoke,Jakarta Utara,"Mangga Dua Square, Jl. Gunung Sahari Raya",,,Khunnedy Huang,PT. Sukses Karya Suara,,,Bar,2015-01-10,
Smokey Ribs,Jakarta Utara,"Bukit Golf Mediterania Rukan Crown Golf, PIK Bl",,,Henry Jahya,PT. Aneka Boga Citarasa,021 29525860,021 29525850,Bar,2015-01-10,
Spamas,Jakarta Utara,"Grand Boutique Center, Jl.Mangga Dua Raya",,,Soegianto,PT. Melindo Suka Makmur,021 6282522,021 6282522,Bar,2015-01-10,
Sport Shoot Pool,Jakarta Utara,Komplek Puri Mutiara Blok A No. 121-122,,,Anthony Chandra,PT. Dua Sejahtera,,,Bar,2015-01-10,
Sri Rejeki,Jakarta Utara,Jl. RE. Martadinata No. 12 EE,,,Amin Santoso,,021 6910431,,Bar,2015-01-10,
Style's,Jakarta Utara,Jl. Gaya Motor I,,,Tjioe Aribowo,PT. Agung Pertiwi Nauli,,,Bar,2015-01-10,
Sumo,Jakarta Utara,"Komp. Permata, Jl. BGR. Blok C. No. 9 - 12 A",,,Rudy Susanto,PT. Graha Makmur Berjaya,,,Bar,2015-01-10,
Sushi Masa,Jakarta Utara,Jl. Tuna Raya No. 5 Lt. 3-4 Muara Baru Ujung PP,,,Londrik Janto,PT. Ruangan Pendingin Indonesia,021 29263522,021 29263511,Bar,2015-01-10,
Sushi Tei,Jakarta Utara,"Emporium Pluit Mall, Jl. Pluit Selatan Raya",,,Kusnadi Rahardja,PT. Sushi Tei Indonesia,,,Bar,2015-01-10,
Sushi Tei,Jakarta Utara,"Mal Kelapa Gading, Jl. Boulevard Raya",,,Kusnadi Rahardja,,021 45876410,021 45876410,Bar,2015-01-10,
Taipan,Jakarta Utara,"WTC Mangga Dua, Jl. Mangga Dua Raya No. 8",,,Woe Koen Sem,PT. Naga Pancarasa Baru,021 30018877,021 30018876,Bar,2015-01-10,
Tanker,Jakarta Utara,Jl. Raya Cilincing No. 53,,,Suharto,PT. Deltraco Ciptasentosa,021 43935757,,Bar,20/80,
Ted's,Jakarta Utara,"Food Centrum Lt. L1-05,06,07 & L2-02",,,Jongkie Budiman,PT. Swara Amarta,021 6450120,,Bar,2015-01-15,
Tematik,Jakarta Utara,Jl. Jembatan Tiga No. 35,,,Wedji Hartono,PT. Tumbuh Sehat Makmur,,,Bar,2015-01-10,
Ten Pro,Jakarta Utara,Jl. Boulevard Barat Raya Ruko Inkopal A.8 No. 5,,,Andi Suhandi,PT. My Way,021 45851030,021 45851056,Bar,2015-01-10,
Ten Pro,Jakarta Utara,Jl. Boulevard Barat Ruko Inkopal A.8 No. 55-56,,,Andi Suhandi,PT. My Way,021 45851030,021 45851056,Bar,2015-06-14,
Thang Cafe,Jakarta Utara,Jl. RE. Martadinata B-26,,,Djohan Joha Kartono,PT. Thang Health Centre,021 6915557,021 6915557,Bar,2015-01-10,
The Barrel,Jakarta Utara,"La Piazza, Jl. Kelapa Gading Boulevard",,,Marsellinus Ado Wawo,PT. Anugrah Damai Abadi,021 4531101,,Bar,2015-01-10,
The Beers,Jakarta Utara,"Pluit Village, Jl. Pluit Indah Raya",,,Oliananto R Suharso,PT. Multi Nusantara Karya,,,Bar,2015-01-10,
The Melpot,Jakarta Utara,Rukan Cordoba Blok F No. 9-10,,,Ir.Ali Tanmas,PT. Sumber Aneka Mandiri,021 56983475,021 56983476,Bar,2015-01-10,
Thirty Seven Degrees,Jakarta Utara,"Jl. Gaya Motor III No. 7, Sunter",,,Chung Hauw Tanu,PT. Andaka Pratama Indonesia,021 6511145,,Bar,2015-01-10,
Top Café & Resto,Jakarta Utara,Jl. Muara Karang Timur Blok O VIII No. 36-37,,,Henry Suparta,PT. Tradisional Oriental Profesional,,,Bar,2015-01-10,
Top Star,Jakarta Utara,Jl. Enggano No. 15 Blok B-14,,,Alimin,CV. Murni Kencana,021 495486,,Bar,24/40,
Tuch And Chuck,Jakarta Utara,Ruko Crown Golf Blok D No. 21,,,Timothy Budiarto Halim,PT. Empire Bulan Purnama,,,Bar,2015-01-10,
Vita Bella Café,Jakarta Utara,Jl. Enggano No. 97,7,16,Ani Surestu,,,,Bar,2015-01-10,
Viti,Jakarta Utara,"Bukit Golf Mediterania PIK, Jl. Rukan Cordoba",,,Eko Setyobudi,PT. Viti Sukses Abadi,021 56945806,021 56945807,Bar,2015-01-10,
Voize,Jakarta Utara,Jl. Raya Boulevard Timur Blok NB.1 No. 46-47,,,Liem Simon Halim,PT. Bersama Maju Jaya,,,Bar,2015-01-10,
Waterbom,Jakarta Utara,Jl. Pantai Indah Barat No. 1,,,Budijanto Tirtawisata,PT. Fantasia Utama Nuansa,,,Bar,2015-01-10,
Wayn,Jakarta Utara,"Gd. Mall Ancol Beach City LG.02, Jl. Lodan Timur",,,Melia Suteja,PT. Samudera Dwi Karya,,,Bar,2015-01-10,
Whiz,Jakarta Utara,"Ruko Inkopal, Jl. Boulevard Barat B/18",,,Rudy Susanto,PT. Dunia Entertainment,,,Bar,2015-01-10,
Wine Cellar,Jakarta Utara,Jl. Kelapa Gading Boulevard,,,Suryadi Jaya,PT. Batavia Wine International,021 45865005,,Bar,2015-01-10,
Wine Line,Jakarta Utara,Jl. Pluit Karang Sari VII/51 A,8,8,Chris Wibawa,CV. Putra Mulia Mandiri,021 91176868,,Bar,2015-01-10,
